Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Part des actifs occupés de 15 ans ou plus  les transports en commun 2021;Part des ménages ayant au moins 1 voiture 2021;Part des actifs occ 15 ans ou plus voiture pour travailler 2021;Part des actifs occ 15 ans ou plus vélo pour travailler 2021
63313;Saint-Alyre-ès-Montagne;0;84.6;42.4;0
63314;Saint-Amant-Roche-Savine;3;87.9;76.9;0.2
63315;Saint-Amant-Tallende;2.3;90.2;85.8;0.4
63317;Saint-André-le-Coq;0.4;93;91.8;0
63318;Saint-Angel;0.5;95.2;91.4;0
63319;Saint-Anthème;0.4;83.5;79.3;0
63320;Saint-Avit;0;81.5;78.4;0
63321;Saint-Babel;4;97.2;88.2;0
63322;Saint-Beauzire;1.9;95.7;91;0.3
63323;Saint-Bonnet-le-Bourg;0;90.6;83.6;3.3
63324;Saint-Bonnet-le-Chastel;1.5;85.6;78.4;0
63325;Saint-Bonnet-lès-Allier;1.4;98.2;91.2;0
63326;Saint-Bonnet-près-Orcival;0.4;93.5;86.6;0.8
63327;Saint-Bonnet-près-Riom;2.8;96.6;92.8;0.4
63328;Sainte-Catherine;0;90.3;95.2;0
63329;Sainte-Christine;1.6;92.1;85.2;0
63330;Saint-Cirgues-sur-Couze;0;94.4;94.6;0.7
63331;Saint-Clément-de-Valorgue;3.3;94.2;88.1;3.1
63332;Saint-Clément-de-Régnat;0.4;97.7;89.5;0
63333;Saint-Denis-Combarnazat;0.7;98.2;94;0
63334;Saint-Dier-d'Auvergne;0;91.3;76.5;0
63335;Saint-Diéry;0.4;96.1;91.3;1.1
63336;Saint-Donat;0;90.3;68.4;1
63337;Saint-Éloy-la-Glacière;0;84.8;86.4;0
63338;Saint-Éloy-les-Mines;0.6;76.3;80.2;1
63339;Saint-Étienne-des-Champs;0;100;60.7;1.8
63340;Saint-Étienne-sur-Usson;0.9;94.4;89.6;0
63341;Saint-Ferréol-des-Côtes;2.3;95;95;0
63342;Saint-Floret;1.7;96.1;83.3;0
63343;Saint-Flour-l'Étang;1.8;95.9;92.8;0
63344;Saint-Gal-sur-Sioule;0;92.3;85.7;0
63345;Saint-Genès-Champanelle;1.5;97.1;92.4;1.3
63346;Saint-Genès-Champespe;0;89.5;80.8;1.2
63347;Saint-Genès-du-Retz;1;93.8;93.1;0
63348;Saint-Genès-la-Tourette;0;94.7;79.3;0
63349;Saint-Georges-de-Mons;0.4;91.9;92.6;0.3
63350;Saint-Georges-sur-Allier;1.8;97;91.9;0.2
63351;Saint-Germain-près-Herment;0;90.9;92.6;0
63352;Saint-Germain-Lembron;2.6;88.2;84.2;0.9
63353;Saint-Germain-l'Herm;0.7;88.5;64.5;0
63354;Saint-Gervais-d'Auvergne;3.1;83.1;72.6;1.1
63355;Saint-Gervais-sous-Meymont;1.3;84.8;96.2;0
63356;Saint-Gervazy;6;95.2;77.6;0
63357;Saint-Hérent;1.9;97.8;75.5;0
63358;Saint-Hilaire-la-Croix;1;96.2;91.7;0
63359;Saint-Hilaire-les-Monges;0;88.1;62.2;0
63360;Saint-Hilaire;0;80.7;80.9;0
63362;Saint-Ignat;0.2;95.4;94.4;0.7
63363;Saint-Jacques-d'Ambur;0;95.9;90.1;0.8
63364;Saint-Jean-d'Heurs;1.1;96.3;90.9;0.4
63365;Saint-Jean-des-Ollières;0.7;91.1;79.3;0
63366;Saint-Jean-en-Val;0.7;94.1;89;0
63367;Saint-Jean-Saint-Gervais;2.5;98.3;90;0
63368;Saint-Julien-de-Coppel;1.7;97.6;93.4;0.2
63369;Saint-Julien-la-Geneste;2;98.3;78.4;0
63370;Saint-Julien-Puy-Lavèze;0.6;90.1;72.2;0.6
63371;Saint-Just;0;91.9;79.6;0
63372;Saint-Laure;0.6;99.6;94.5;0.3
63373;Saint-Maigner;1.3;96.3;75.6;1.3
63374;Saint-Martin-des-Olmes;0.6;94.5;90.8;2
63375;Saint-Martin-des-Plains;5;96.2;91.3;0
63376;Saint-Martin-d'Ollières;2.1;90;83.3;0
63377;Saint-Maurice-près-Pionsat;2.6;90.3;78.4;0
63378;Saint-Maurice;6;97.8;88.6;0.2
63379;Saint-Myon;2.5;94.6;92;0.5
63380;Saint-Nectaire;0.9;93.6;80.6;1.9
63381;Saint-Ours;1.9;95.8;90.9;0.1
63382;Saint-Pardoux;1;92.4;81.7;0
63383;Saint-Pierre-Colamine;0.8;96.2;84.5;0
63384;Saint-Pierre-la-Bourlhonne;0;92.8;83.3;0
63385;Saint-Pierre-le-Chastel;1.3;95.3;86.6;0
63386;Saint-Pierre-Roche;0.9;96.4;89;0.5
63387;Saint-Priest-Bramefant;1.5;95.2;93.3;0
63388;Saint-Priest-des-Champs;1.4;92.7;77.8;1.4
63389;Saint-Quentin-sur-Sauxillanges;1.9;96.3;81.5;0
63390;Saint-Quintin-sur-Sioule;3.5;91.6;88.9;2.3
63391;Saint-Rémy-de-Blot;1;94.7;86.3;0
63392;Saint-Rémy-de-Chargnat;1.2;95.6;91.9;0.6
63393;Saint-Rémy-sur-Durolle;1.9;88.8;88.9;0.2
63394;Saint-Romain;1;86;78.7;0
63395;Saint-Sandoux;0.7;96.4;94;0.2
63396;Saint-Saturnin;0.7;94.6;89.6;1.3
63397;Saint-Sauves-d'Auvergne;0;92.1;88.7;0
63398;Saint-Sauveur-la-Sagne;0;91.8;76.5;0
63399;Saint-Sulpice;0;95.5;73;0
63400;Saint-Sylvestre-Pragoulin;0.6;94.6;93.8;0.2
63401;Saint-Victor-la-Rivière;0;97;87.6;0
63402;Saint-Victor-Montvianeix;0;97.1;82.2;0
63403;Saint-Vincent;1;92.6;88.9;0.5
63404;Saint-Yvoine;2.7;95.5;91.4;0.4
63405;Sallèdes;2.7;94.6;87.9;0.7
63406;Sardon;2.4;96;90.2;0
63407;Saulzet-le-Froid;0.8;93;77.5;0.8
63408;Sauret-Besserve;0;89.5;94.5;0
63409;Saurier;1.6;93.5;90.6;0
63410;Sauvagnat;1.5;87.5;67.2;0
63411;Sauvagnat-Sainte-Marthe;2.4;96.4;92.8;0
63412;Sauvessanges;0.9;91.4;81.8;1.8
63413;La Sauvetat;0.6;93.3;91.5;0.6
63414;Sauviat;2.1;98.1;90.3;0
63415;Sauxillanges;1.3;89.3;82.7;0.8
63416;Savennes;2.8;95.9;80.6;2.8
63417;Sayat;3.4;95.6;90.9;1.2
63418;Sermentizon;0.4;95.3;90.8;0
63419;Servant;1.4;93.2;84.1;0
63420;Seychalles;2;93.7;91.1;0.7
63421;Singles;0;86.8;69.4;1.6
63422;Solignat;4.4;93.7;88.9;0.9
63423;Sugères;1.4;94;88.9;0
63424;Surat;0.7;96.6;93;1.3
63425;Tallende;1.8;96.7;92.8;0.3
63426;Tauves;1;89.6;70.6;0.3
63427;Teilhède;1.4;96.6;94.6;0
63428;Teilhet;0.9;94.7;89.3;0
63429;Ternant-les-Eaux;0;92.3;88.9;5.6
63430;Thiers;4.6;81.4;81.1;0.7
63431;Thiolières;0;91.7;93;0
63432;Thuret;0.7;95.9;89.2;0.5
63433;Tortebesse;0;97.1;75.7;0
63434;Tours-sur-Meymont;0.9;93.6;82.6;0
63435;Tourzel-Ronzières;0;91.7;85.1;0
63436;Tralaigues;0;97.5;76.9;0
63437;Trémouille-Saint-Loup;1.5;90.1;78.8;1.5
63438;Trézioux;2.6;94.1;89.4;0.8
63439;Usson;2.8;94;88;0.7
63440;Valbeleix;0;87.1;63.8;0
63441;Valcivières;1;98.4;78;0.9
63442;Valz-sous-Châteauneuf;0;100;90.9;0
63443;Varennes-sur-Morge;4;97.6;90.6;0.5
63444;Varennes-sur-Usson;2.1;97.4;92.5;1.4
63445;Vassel;1.8;94.7;93.6;0
63446;Vensat;2.1;97.2;90.3;0.8
63447;Vergheas;0;92.9;65;0
63448;Le Vernet-Chaméane;2;93.3;81.8;1.3
63449;Le Vernet-Sainte-Marguerite;0.6;97.4;78.8;0
63450;Verneugheol;0;89.6;73.9;0
63451;Vernines;0.5;93.4;76.8;0.9
63452;Verrières;0;94.3;82.8;3.4
63453;Vertaizon;4.2;92.3;87.9;0.1
63454;Vertolaye;0.5;89.6;75.8;1.9
63455;Veyre-Monton;2;97.1;91.6;0.7
63456;Vichel;0;92.4;91.9;0.6
63457;Vic-le-Comte;6.7;91.6;83.3;0.8
63458;Villeneuve;0;90;88.9;0
63459;Villeneuve-les-Cerfs;0.9;97.1;94.4;0
63460;Villossanges;0;93;73.2;0
63461;Vinzelles;0;94.4;92.1;0
63462;Virlet;0.9;89.7;69.4;0
63463;Viscomtat;1.9;87.9;80.8;0
63464;Vitrac;0.6;95.2;89.2;0
63465;Viverols;1.4;92.6;81.5;0.7
63466;Vodable;2.6;94.7;84.6;0
63467;Voingt;4.3;96.4;56.5;0
63468;Vollore-Montagne;0.8;91.7;80;0.8
63469;Vollore-Ville;1.9;89.1;85.8;0
63470;Volvic;2.1;93.1;91.7;0.4
63471;Youx;1.5;88.4;91.4;0
63472;Yronde-et-Buron;5;97;89.4;0
63473;Yssac-la-Tourette;5.4;96;83.3;1.5
64001;Aast;1;98.7;94.8;0
64002;Abère;0;96.9;85.9;0
64003;Abidos;0;95.6;94.7;0.9
64004;Abitain;0;98;95.9;0
64005;Abos;0.4;95.7;91;0.9
64006;Accous;3.3;90.5;78;0.6
64007;Agnos;1.3;97.8;90.5;2.7
64008;Ahaxe-Alciette-Bascassan;0;92.1;73.5;1.6
64009;Ahetze;1.1;97.3;91.2;0.3
64010;Aïcirits-Camou-Suhast;0.8;95.7;90.4;0.8
64011;Aincille;0;95.1;80.9;0
64012;Ainharp;0;96.4;59.7;1.6
64013;Ainhice-Mongelos;0;89.9;76.5;1.2
64014;Ainhoa;0;92.2;87.3;0.3
64015;Alçay-Alçabéhéty-Sunharette;0;97.8;74.7;0
64016;Aldudes;0;92.8;72.9;0
64017;Alos-Sibas-Abense;0.8;98.1;87.7;0.8
64018;Amendeuix-Oneix;0.5;94.8;87.2;0
64019;Amorots-Succos;1;100;78.8;0
64021;Andoins;2;99.2;93;0
64022;Andrein;0;94.8;77.8;0
64023;Angaïs;1.5;95.1;92.4;1.5
64024;Anglet;6.2;88.5;80;2.8
64025;Angous;2.4;100;73.8;0
64026;Anhaux;0;93.5;88.2;0
64027;Anos;0;98.6;98.6;0
64028;Anoye;0;96.7;95.5;0
64029;Aramits;1.1;91.3;83.2;0
64031;Arancou;1.4;94.2;88.4;0
64032;Araujuzon;0;95.1;95.6;0
64033;Araux;0;96.2;96.4;1.8
64034;Arbérats-Sillègue;1.3;95.6;92.8;0
64035;Arbonne;1.7;97.2;85.3;0.6
64036;Arbouet-Sussaute;0;95.9;82.8;0
64037;Arbus;2.2;97.7;92.6;0.3
64038;Arcangues;3.1;97.9;86.4;1
64039;Aren;0;95.1;95.4;0.9
64040;Arette;2.2;91.3;75.2;0.9
64041;Aressy;0.8;97.2;93.2;1.4
64042;Argagnon;0.7;96.3;91.1;0.7
64043;Argelos;2.3;98.2;92.4;0
64044;Arget;0;96.8;75.9;0
64045;Arhansus;0;96.4;67.7;0
64046;Armendarits;1;93.5;76.1;0.5
64047;Arnéguy;0;94.3;80.7;0
64048;Arnos;0;100;88.2;0
64049;Aroue-Ithorots-Olhaïby;2.2;93;78.2;0
64050;Arrast-Larrebieu;0;95.4;87.5;0
64051;Arraute-Charritte;1.7;95.6;78.7;1.6
64052;Arricau-Bordes;5;97.9;92.5;0
64053;Arrien;1.2;97.5;91.4;1.2
64054;Arros-de-Nay;1.5;95.4;90.4;1.8
64056;Arrosès;1.7;89.1;84.7;1.7
64057;Arthez-de-Béarn;0.9;95.6;90.9;0.5
64058;Arthez-d'Asson;1;93.5;86.5;0.5
64059;Artigueloutan;2.8;98.6;90.7;0.9
64060;Artiguelouve;1.3;98.2;95;0.7
64061;Artix;1.9;92.5;88.9;1.2
64062;Arudy;1.7;89;85.4;2.4
64063;Arzacq-Arraziguet;1;88.2;83.1;1.5
64064;Asasp-Arros;0.5;94.1;93.4;0.9
64065;Ascain;2.4;96.6;87.4;1.6
64066;Ascarat;0.6;97.4;89.7;0
64067;Assat;0.8;96.1;89.5;3.8
64068;Asson;4;94.7;85;0.6
64069;Aste-Béon;1.7;91.7;87.4;1.8
64070;Astis;0.6;99.3;92.7;0
64071;Athos-Aspis;0;97.8;88.2;1.2
64072;Aubertin;0.4;98.5;91.7;0.4
64073;Aubin;0;98.1;93;0
64074;Aubous;0;100;90.9;0
64075;Audaux;0;97.4;78.3;0
64077;Auga;1.2;97.3;96.4;0
64078;Auriac;0.9;94.8;91.9;0
64079;Aurions-Idernes;0;93.3;61.1;0
64080;Aussevielle;2.2;99.2;94.2;0.3
64081;Aussurucq;0;98.2;81;0
64082;Auterrive;0;92.3;87.3;0
64083;Autevielle-Saint-Martin-Bideren;1.1;97.9;91.2;1.1
64084;Aydie;0;98.4;76.7;0
64085;Aydius;0;92.5;70.5;0
64086;Ayherre;0.9;96.4;86;0
64087;Baigts-de-Béarn;1.5;95.6;83;0.6
64088;Balansun;2.1;96.8;90.8;0.7
64089;Baleix;1.6;96.8;92.1;0
64090;Baliracq-Maumusson;0;96.1;85.1;0
64091;Baliros;0.8;96.6;94.2;0.4
64092;Banca;2.7;90.4;73.4;0.7
64093;Barcus;0.6;91.3;68.6;0.3
64094;Bardos;1.7;95.8;88.5;0.1
64095;Barinque;2.7;96.8;89.3;0
64096;Barraute-Camu;0;100;93.2;1.1
64097;Barzun;2.2;97.7;90.5;0
64098;Bassillon-Vauzé;0;96.3;87.1;0
64099;Bastanès;2.3;93.3;81.8;4.5
64100;Bassussarry;1.9;97.7;91.1;0.5
64101;Baudreix;2.9;97.7;87.8;2.5
64102;Bayonne;9.8;80.1;70.3;4
64103;Bédeille;2;97.6;90.8;0
64104;Bedous;2.2;88.7;71.7;7.5
64105;Béguios;1.5;98.2;80.1;0
64106;Béhasque-Lapiste;2.5;97.3;87.5;0.5
64107;Béhorléguy;0;92.6;59;0
64108;Bellocq;1.8;95.7;89.1;2.1
64109;Bénéjacq;1.5;93.9;91.8;1
64110;Béost;3;92.3;88.1;0
64111;Bentayou-Sérée;4.5;94.1;79.5;0
64112;Bérenx;2.1;95.7;86;0
64113;Bergouey-Viellenave;0;96.4;84.3;2
64114;Bernadets;2.3;99.2;91;1.1
64115;Berrogain-Laruns;0;98.1;85.4;0
64116;Bescat;1.8;93.3;89.7;0
64117;Bésingrand;5;91.8;91.7;0
64118;Bétracq;0;92.3;73.3;0
64119;Beuste;0.3;95.8;93.3;1
64120;Beyrie-sur-Joyeuse;0;97.1;84.1;0.8
64121;Beyrie-en-Béarn;3.2;97.4;93.6;1.1
64122;Biarritz;6.7;79.4;65.7;3.3
64123;Bidache;1.3;84.4;87.6;0.4
64124;Bidarray;1.7;92.2;85.3;0
64125;Bidart;3;94.7;83.3;1.9
64126;Bidos;0.9;91.9;81.1;4.4
64127;Bielle;1.3;89.9;81;3.3
64128;Bilhères;3.3;93.7;75;3.3
64129;Billère;6.9;84.4;78.7;4.5
64130;Biriatou;2;94.3;92.4;0.5
64131;Biron;2.4;95.8;91.4;1.6
64132;Bizanos;5.7;90.4;78.8;8.3
64133;Boeil-Bezing;0.8;96.2;92.9;1.9
64134;Bonloc;1.1;90.5;87.2;0.6
64135;Bonnut;1.5;97.5;91.6;0
64136;Borce;0;92.6;45.9;0
64137;Bordères;0.3;94.8;95.1;1
64138;Bordes;1.3;94.6;88.9;3.4
64139;Bosdarros;2;97.7;86.2;0
64140;Boucau;4.7;91.5;84.7;2.2
64141;Boueilh-Boueilho-Lasque;0;96.3;88.6;0
64142;Bougarber;0;97.6;93.9;0.2
64143;Bouillon;0;96.5;92.5;0
64144;Boumourt;0;95.5;94.1;1.5
64145;Bourdettes;0.8;97.1;93.9;2.1
64146;Bournos;1.2;97.7;90.9;0
64147;Briscous;1.2;96.8;92.7;0.1
64148;Bruges-Capbis-Mifaget;0.8;96;88.3;0.6
64149;Bugnein;0;95.7;83.4;0
64150;Bunus;0;93;70.7;1.7
64151;Burgaronne;0;95.5;77.1;2.9
64152;Buros;1.3;99;92.4;1.5
64153;Burosse-Mendousse;0;100;100;0
64154;Bussunarits-Sarrasquette;0;100;80.4;1.1
64155;Bustince-Iriberry;0;95.2;77.8;0
64156;Buziet;0.4;95.5;91.2;1.7
64157;Buzy;2.2;92.3;86.8;1.3
64158;Cabidos;1.3;97.2;86.1;0
64159;Cadillon;0;95.6;85.4;0
64160;Cambo-les-Bains;2.8;89.9;85.1;1.5
64161;Came;1.5;95.2;86.8;0.2
64162;Camou-Cihigue;3.5;95.5;64.9;1.8
64165;Cardesse;0;95.1;85.9;0
64166;Caro;0;91.9;92.1;0
64167;Carrère;1;97.7;93.3;0
64168;Carresse-Cassaber;0.4;92;89.6;1.2
64170;Castagnède;1.3;94.5;82.1;0
64171;Casteide-Cami;2.3;98.4;96.3;0
64172;Casteide-Candau;0;94.8;90.5;0.9
64173;Casteide-Doat;0;96.8;95.7;0
64174;Castéra-Loubix;0;100;93.8;0
64175;Castet;1.8;89.3;83.6;3.6
64176;Castetbon;0;93.2;88.6;0
64177;Castétis;1.8;97.2;89.5;0.7
64178;Castetnau-Camblong;1.2;95.5;87.4;0
64179;Castetner;1.9;98.4;87;0
64180;Castetpugon;3.2;95.7;79.6;2.2
64181;Castillon (Canton d'Arthez-de-Béarn);0.7;99.2;95.7;0.7
64182;Castillon (Canton de Lembeye);0;93.3;88.9;0
64183;Caubios-Loos;1.1;98.2;92.8;0.8
64184;Cescau;1;96.1;94.2;0
64185;Cette-Eygun;0;88.9;90;0
64186;Charre;1;93.9;68;1
64187;Charritte-de-Bas;0.9;91.8;88.1;0
64188;Chéraute;0;95.4;83.7;2.2
64189;Ciboure;3.8;88.7;76.7;3
64190;Claracq;0;97.9;83;0
64191;Coarraze;2;93.8;87.6;1.9
64192;Conchez-de-Béarn;4.5;97.9;86.4;2.3
64193;Corbère-Abères;2.2;95.7;82.6;0
64194;Coslédaà-Lube-Boast;0.6;97.9;87.9;1.2
64195;Coublucq;0;95.6;81.4;2.3
64196;Crouseilles;2;93.4;73.5;0
64197;Cuqueron;0;98.7;88;2.4
64198;Denguin;2.3;98;92.3;0.5
64199;Diusse;0;96.1;55.3;0
64200;Doazon;1.1;96.3;84.6;1.1
64201;Dognen;1.9;97.8;80;1.9
64202;Domezain-Berraute;2.3;95.6;82.3;0.6
64203;Doumy;1.9;96.8;90.5;0
64204;Eaux-Bonnes;2.3;91.2;52.5;0
64205;Escos;0;91;96.4;0
64206;Escot;2.2;92.6;82.2;0
64207;Escou;0.6;95.4;90.5;1.7
64208;Escoubès;1.5;92.9;82.3;0
64209;Escout;1.1;96.4;84.4;1.6
64210;Escurès;1.7;95.8;87.9;0
64211;Eslourenties-Daban;1.2;97.1;91.8;0
64212;Espéchède;0;94.5;90.9;1.3
64213;Espelette;1.7;93.9;83.8;0.6
64214;Espès-Undurein;0;92.9;93.5;0.5
64215;Espiute;1.4;96.8;25.7;1.4
64216;Espoey;1.3;96.1;91.8;0.6
64217;Esquiule;0.8;95.6;85.1;0
64218;Estérençuby;1.5;98.4;62.2;0.6
64219;Estialescq;1;92.8;90.1;0
64220;Estos;0.5;94.4;90.6;2
64221;Etcharry;0;94.5;80.6;0
64222;Etchebar;0;93.3;76.5;0
64223;Etsaut;4;85.4;52;0
64224;Eysus;0;95.4;95.1;0.7
64225;Ance Féas;2.6;97.1;85.9;1.1
64226;Fichous-Riumayou;1.1;97.3;87.1;0
64227;Gabaston;3;96.3;89.1;0.3
64228;Gabat;0;96.4;88.6;0
64229;Gamarthe;0;98;66.7;1.7
64230;Gan;3.1;94.7;88.5;1.7
64231;Garindein;1.6;95.4;89;1.6
64232;Garlède-Mondebat;0;98.9;79.3;1.1
64233;Garlin;3;91;80.7;0.6
64234;Garos;0.9;98.2;92.2;0
64235;Garris;0.8;94.9;94.5;0
64236;Gayon;0;90.6;66.7;4.2
64237;Gelos;4.3;90.5;83.9;4.4
64238;Ger;1.2;96.4;91.4;0.7
64239;Gerderest;0;96.2;91.8;0
64240;Gère-Bélesten;1.2;94.2;85.3;0
64241;Géronce;1;97.1;94.3;0
64242;Gestas;0;94.3;71.4;0
64243;Géus-d'Arzacq;0;90.7;91.7;0
64244;Geüs-d'Oloron;0.9;96.1;93.2;0
64245;Goès;1.7;92.9;90.1;2.6
64246;Gomer;2.3;99.1;92.7;0
64247;Gotein-Libarrenx;1.6;92.3;85.3;0.5
64249;Guéthary;3.2;90.1;81.7;0
64250;Guiche;1;96.6;92.6;0.4
64251;Guinarthe-Parenties;2;95.3;83.3;2
64252;Gurmençon;1.2;96.4;94.9;1.2
64253;Gurs;0.6;96.8;91.9;0
64254;Hagetaubin;0.4;96.9;88.2;0.8
64255;Halsou;2.2;98.2;89.1;1.1
64256;Hasparren;1.3;93.7;90.2;0.4
64257;Haut-de-Bosdarros;0;97.9;88.3;0
64258;Haux;3.7;88.4;70.4;0
64259;Hélette;0.6;95.3;82.4;0
64260;Hendaye;5.5;86.5;80.2;2.4
64261;Herrère;2.8;97.1;89.6;1.1
64262;Higuères-Souye;0;98.2;91;0
64263;L'Hôpital-d'Orion;3.7;96.5;90.7;0
64264;L'Hôpital-Saint-Blaise;0;96.2;85.7;0
64265;Hosta;0;100;62.2;0
64266;Hours;0.8;97.7;86.8;0
64267;Ibarrolle;0;97;52.5;0
64268;Idaux-Mendy;0.9;96.5;89.8;4.6
64269;Idron;2.1;97.7;91.2;1.7
64270;Igon;2;93.6;91.4;0.8
64271;Iholdy;2.1;96.1;77.6;0
64272;Ilharre;2;98.1;86;2
64273;Irissarry;1.2;97.9;82.3;0.4
64274;Irouléguy;0;95.6;88.5;0
64275;Ispoure;0;87.7;85.2;0.9
64276;Issor;1.2;93.8;79;0
64277;Isturits;2;97.4;80.4;0.5
64279;Itxassou;1.1;93.3;87.5;0.1
64280;Izeste;1.8;86.7;89.4;1.2
64281;Jasses;0;92.3;81.6;2
64282;Jatxou;1.6;97.3;92.9;0.9
64283;Jaxu;1.3;97.2;81;0
64284;Jurançon;7.1;85.4;80.3;3.7
64285;Juxue;0.9;94.9;69.8;0.9
64286;Laà-Mondrans;2.3;95.9;94.3;0
64287;Laàs;2.2;92.4;64.4;0
64288;Labastide-Cézéracq;2;95.5;91.1;1.6
64289;La Bastide-Clairence;0.9;95.6;84.6;0.5
64290;Labastide-Monréjeau;1.4;97.7;92.3;0.4
64291;Labastide-Villefranche;0;91.3;83;2.2
64292;Labatmale;0.8;97.1;90.5;1.4
64293;Labatut-Figuières;0;97.3;90.9;0
64294;Labets-Biscay;0;96.6;78.3;0
64295;Labeyrie;0;97.8;78.7;0
64296;Lacadée;0;95.2;92.9;0
64297;Lacarre;1.4;96.9;85.1;0
64298;Lacarry-Arhan-Charritte-de-Haut;1.9;98.3;85.2;0
64299;Lacommande;1.3;93.3;89.9;0
64300;Lacq;3.3;95.8;90.4;0.4
64301;Lagor;1.8;93.9;93.8;0
64302;Lagos;2.1;96.8;94.2;0.6
64303;Laguinge-Restoue;0;98.6;83.3;0
64304;Lahonce;1.6;97.5;92.8;0.6
64305;Lahontan;0.9;95.3;90.5;0.9
64306;Lahourcade;2;97;93.9;0
64307;Lalongue;0;92;92.3;0
64308;Lalonquette;1.6;97.1;88.4;0.8
64309;Lamayou;0;97.7;84.7;0
64310;Lanne-en-Barétous;0.5;94.5;81.1;0
64311;Lannecaube;2.7;98.4;84.9;0
64312;Lanneplaà;4.4;98.3;82.9;0.8
64313;Lantabat;0;95.1;64.9;0
64314;Larceveau-Arros-Cibits;2.5;94.3;76.4;0.6
64315;Laroin;1;94;94.1;1
64316;Larrau;0;94.7;67.1;0
64317;Larressore;1.3;97.6;92.5;0.9
64318;Larreule;1.2;95.9;84.5;2.4
64319;Larribar-Sorhapuru;1.3;94.7;75.3;0
64320;Laruns;2.7;92;64.2;3.7
64321;Lasclaveries;0;96.3;89.1;1.7
64322;Lasse;0.6;96.5;87.4;2.1
64323;Lasserre;0;93.6;82.9;0
64324;Lasseube;1.8;96.3;85.4;0.6
64325;Lasseubetat;2.4;95.4;90.4;1.2
64326;Lay-Lamidou;0;94;88.2;5.9
64327;Lecumberry;0;96;71.6;1.4
64328;Ledeuix;0.5;95.9;89.8;0.5
64329;Lée;3.2;98.3;91;1.6
64330;Lées-Athas;0.9;94.8;90.5;2.7
64331;Lembeye;0.3;84.2;82.3;1.4
64332;Lème;0;97;89.9;0
64334;Léren;1.1;99;81.7;1.1
64335;Lescar;5.1;93.5;84.7;2.1
64336;Lescun;0;94.3;86.2;0
64337;Lespielle;0;96.9;96.7;0
64338;Lespourcy;0;95.9;91.2;0
64339;Lestelle-Bétharram;2.7;93.7;87.8;0.3
64340;Lichans-Sunhar;0;97.3;85.7;0
64341;Lichos;0;94.1;90.5;0
64342;Licq-Athérey;2.3;96.6;80.5;0
64343;Limendous;0.3;96.5;94.9;0.6
64344;Livron;0.6;96.2;94.1;0
64345;Lohitzun-Oyhercq;0;100;68.5;1.1
64346;Lombia;1;95.4;88.7;1
64347;Lonçon;1.9;95.9;88.6;0
64348;Lons;3.6;93.2;86.2;3.5
64349;Loubieng;0;93.8;94.5;0
64350;Louhossoa;0.2;96.2;94.3;0
64351;Lourdios-Ichère;3;91.8;89.4;0
64352;Lourenties;1.9;98.1;91.8;0
64353;Louvie-Juzon;1.5;93.6;81.5;1.5
64354;Louvie-Soubiron;10.6;95.5;76.6;2.1
64355;Louvigny;0;98.2;83.9;1.8
64356;Luc-Armau;0;93.3;87.5;0
64357;Lucarré;0;88.5;68.4;0
64358;Lucgarier;1;93.2;89.6;2
64359;Lucq-de-Béarn;0.5;96.1;87.6;0.8
64360;Lurbe-Saint-Christau;0;91;84;2.4
64361;Lussagnet-Lusson;1.4;93;90.5;0
64362;Luxe-Sumberraute;1.6;97.1;90.3;0
64363;Lys;1.3;93;81.6;0
64364;Macaye;0.4;95.4;88;0
64365;Malaussanne;0;97.7;92.2;0.6
64366;Mascaraàs-Haron;2;96.5;88.2;0
64367;Maslacq;1.5;94.9;92.1;0.3
64368;Masparraute;1.8;97.8;87.3;0
64369;Maspie-Lalonquère-Juillacq;0.8;95.1;89.7;0
64370;Maucor;0.4;98.7;92.2;0.8
64371;Mauléon-Licharre;0.7;87.4;82.3;2.2
64372;Maure;2.1;91.1;78.7;0
64373;Mazères-Lezons;3.8;94.9;88.4;2.2
64374;Mazerolles;0.7;94;93.1;1.1
64375;Méharin;0;95.3;81.4;0
64376;Meillon;0.9;96;91.4;0.7
64377;Mendionde;1;94.6;83;0.5
64378;Menditte;1.1;95.7;88.2;0
64379;Mendive;3.1;89.6;84.6;1.5
64380;Méracq;0.9;94.6;87.3;5
64381;Méritein;0;96.9;90;0
64382;Mesplède;1.3;94.7;83.4;0
64383;Mialos;1.7;98;93.2;0
64385;Miossens-Lanusse;1.5;97.3;89.9;1.6
64386;Mirepeix;2.2;94.1;89.8;2.2
64387;Momas;2;99.3;93;0.6
64388;Momy;0;96.1;87.2;0
64389;Monassut-Audiracq;0;98.6;92.5;0
64390;Moncaup;7.1;90.8;80.4;1.8
64391;Moncayolle-Larrory-Mendibieu;0.8;97;81.8;0
64392;Moncla;0;87.8;86.4;0
64393;Monein;2.2;94.6;88.8;0.8
64394;Monpezat;0;94.7;92.9;0
64395;Monségur;0;93.2;97.9;0
64396;Mont;1.4;96.5;92.8;0.9
64397;Montagut;1.9;92.5;92.5;0
64398;Montaner;0;96.3;90.4;1.2
64399;Montardon;1.8;97.2;91.1;1.1
64400;Montaut;2.2;94.2;88.7;1
64401;Mont-Disse;0;94.6;83.3;0
64403;Montfort;3;97.5;84.8;0
64404;Montory;1.5;94.4;80;0
64405;Morlaàs;3.4;95.3;85.6;2.4
