Insee - Statistiques locales; ; ; 
Référentiel géographique : France par commune; ; ; 
Code;Libellé;Nb de ménages fiscaux 2021;Médiane du niveau de vie 2021
77130;Coulommes;195;25710
77131;Coulommiers;7034;21030
77132;Coupvray;1207;30190
77133;Courcelles-en-Bassée;95;25930
77134;Courchamp;59;25580
77135;Courpalay;554;26530
77136;Courquetaine;74;32790
77137;Courtacon;96;21940
77138;Courtomer;217;27640
77139;Courtry;2563;26930
77140;Coutençon;110;26040
77141;Coutevroult;412;27100
77142;Crécy-la-Chapelle;2102;26890
77143;Crégy-lès-Meaux;1847;24800
77144;Crèvecœur-en-Brie;145;27290
77145;Crisenoy;246;28400
77146;Croissy-Beaubourg;821;30400
77147;La Croix-en-Brie;282;24860
77148;Crouy-sur-Ourcq;664;23830
77150;Cuisy;167;26400
77151;Dagny;119;25270
77152;Dammarie-les-Lys;8798;20310
77153;Dammartin-en-Goële;4309;25560
77154;Dammartin-sur-Tigeaux;449;27550
77155;Dampmart;1334;26590
77156;Darvault;377;24720
77157;Dhuisy;127;25080
77158;Diant;92;23540
77159;Donnemarie-Dontilly;1157;23170
77161;Dormelles;319;26610
77162;Doue;444;25380
77163;Douy-la-Ramée;134;26010
77164;Échouboulains;210;25160
77165;Les Écrennes;233;28120
77167;Égligny;125;24590
77168;Égreville;918;22690
77169;Émerainville;2762;26240
77171;Esbly;2567;27620
77172;Esmans;365;24000
77173;Étrépilly;300;25840
77174;Everly;238;24140
77175;Évry-Grégy-sur-Yerre;1112;29590
77176;Faremoutiers;1171;24820
77177;Favières;466;28690
77178;Faÿ-lès-Nemours;208;26090
77179;Féricy;254;29840
77180;Férolles-Attilly;393;34290
77181;Ferrières-en-Brie;1577;29080
77182;La Ferté-Gaucher;1973;19200
77183;La Ferté-sous-Jouarre;4270;21220
77184;Flagy;249;25780
77185;Fleury-en-Bière;251;32710
77186;Fontainebleau;6990;27340
77187;Fontaine-Fourches;224;21280
77188;Fontaine-le-Port;418;31180
77190;Fontains;103;25990
77191;Fontenailles;416;27010
77192;Fontenay-Trésigny;2421;24880
77193;Forfry;90;28170
77194;Forges;163;23650
77195;Fouju;230;28330
77196;Fresnes-sur-Marne;336;29260
77197;Frétoy;58;25140
77198;Fromont;89;25670
77199;Fublaines;498;25230
77200;Garentreville;45;28720
77201;Gastins;277;25850
77202;La Genevraye;324;26640
77203;Germigny-l'Évêque;534;29410
77204;Germigny-sous-Coulombs;76;22900
77205;Gesvres-le-Chapitre;44;32080
77206;Giremoutiers;63;27540
77207;Gironville;66;26120
77208;Gouaix;532;22600
77209;Gouvernes;472;33280
77210;La Grande-Paroisse;1123;23940
77211;Grandpuits-Bailly-Carrois;359;24730
77212;Gravon;66;26980
77214;Gressy;319;34290
77215;Gretz-Armainvilliers;3217;24260
77216;Grez-sur-Loing;577;26740
77217;Grisy-Suisnes;988;29270
77218;Grisy-sur-Seine;54;25060
77219;Guérard;1022;27850
77220;Guercheville;111;26550
77221;Guermantes;444;32090
77222;Guignes;1638;24510
77223;Gurcy-le-Châtel;213;26700
77224;Hautefeuille;75;28070
77225;La Haute-Maison;106;26480
77226;Héricy;1065;29650
77227;Hermé;257;23360
77228;Hondevilliers;110;22030
77229;La Houssaye-en-Brie;641;28440
77230;Ichy;70;25220
77231;Isles-les-Meldeuses;278;23960
77232;Isles-lès-Villenoy;370;28620
77233;Iverny;209;25240
77234;Jablines;242;30560
77235;Jaignes;131;25350
77236;Jaulnes;147;25940
77237;Jossigny;243;27560
77238;Jouarre;1453;23900
77239;Jouy-le-Châtel;605;25040
77240;Jouy-sur-Morin;882;23150
77241;Juilly;652;26540
77242;Jutigny;229;22030
77243;Lagny-sur-Marne;9570;25220
77244;Larchant;298;26670
77245;Laval-en-Brie;179;24700
77246;Léchelle;227;22800
77247;Lescherolles;181;24710
77248;Lesches;269;30970
77249;Lésigny;2695;31100
77250;Leudon-en-Brie;63;26530
77251;Lieusaint;4784;24290
77252;Limoges-Fourches;193;28520
77253;Lissy;118;29310
77254;Liverdy-en-Brie;518;29460
77255;Livry-sur-Seine;918;27370
77256;Lizines;69;23680
77257;Lizy-sur-Ourcq;1424;19220
77258;Lognes;5357;22290
77259;Longperrier;944;25180
77260;Longueville;712;20250
77261;Lorrez-le-Bocage-Préaux;562;23490
77262;Louan-Villegruis-Fontaine;208;23160
77263;Luisetaines;82;24560
77264;Lumigny-Nesles-Ormeaux;567;28250
77265;Luzancy;420;24780
77266;Machault;299;27190
77267;La Madeleine-sur-Loing;154;25440
77268;Magny-le-Hongre;2987;29460
77269;Maincy;731;27900
77270;Maisoncelles-en-Brie;349;28010
77271;Maisoncelles-en-Gâtinais;57;23160
77272;Maison-Rouge;321;25210
77273;Marchémoret;206;27050
77274;Marcilly;185;26100
77275;Les Marêts;53;24460
77276;Mareuil-lès-Meaux;1021;26130
77277;Marles-en-Brie;652;27010
77278;Marolles-en-Brie;150;25320
77279;Marolles-sur-Seine;676;24000
77280;Mary-sur-Marne;424;24690
77281;Mauperthuis;201;26400
77282;Mauregard;122;24730
77283;May-en-Multien;325;24880
77284;Meaux;22527;20010
77285;Le Mée-sur-Seine;7444;19130
77286;Meigneux;90;27690
77287;Meilleray;198;21800
77288;Melun;16314;19260
77289;Melz-sur-Seine;152;24570
77290;Méry-sur-Marne;276;24150
77291;Le Mesnil-Amelot;326;22710
77292;Messy;444;29210
77293;Misy-sur-Yonne;404;24790
77294;Mitry-Mory;7186;22810
77295;Moisenay;526;29350
77296;Moissy-Cramayel;6260;22780
77297;Mondreville;142;25620
77298;Mons-en-Montois;187;24790
77300;Montceaux-lès-Meaux;240;28160
77301;Montceaux-lès-Provins;137;23470
77302;Montcourt-Fromonville;817;26920
77303;Montdauphin;95;23520
77304;Montenils;N/A - résultat non disponible;N/A - résultat non disponible
77305;Montereau-Fault-Yonne;7370;16280
77306;Montereau-sur-le-Jard;189;30320
77307;Montévrain;5957;26710
77308;Montgé-en-Goële;284;28440
77309;Monthyon;627;26360
77310;Montigny-le-Guesdier;125;25100
77311;Montigny-Lencoup;544;25370
77312;Montigny-sur-Loing;1229;28710
77313;Montmachoux;97;26040
77314;Montolivet;99;23470
77315;Montry;1500;28360
77316;Moret-Loing-et-Orvanne;5595;26620
77317;Mormant;1882;23100
77318;Mortcerf;553;27860
77319;Mortery;59;22620
77320;Mouroux;2284;24940
77321;Mousseaux-lès-Bray;288;23290
77322;Moussy-le-Neuf;1202;27460
77323;Moussy-le-Vieux;553;25860
77325;Mouy-sur-Seine;163;22920
77326;Nandy;2324;24330
77327;Nangis;3473;19890
77328;Nanteau-sur-Essonne;189;26870
77329;Nanteau-sur-Lunain;230;27070
77330;Nanteuil-lès-Meaux;2672;25510
77331;Nanteuil-sur-Marne;178;23180
77332;Nantouillet;101;27340
77333;Nemours;5413;19330
77335;Chauconin-Neufmontiers;928;26410
77336;Neufmoutiers-en-Brie;444;28040
77337;Noisiel;5788;21110
77338;Noisy-Rudignon;224;25640
77339;Noisy-sur-École;759;33450
77340;Nonville;248;27560
77341;Noyen-sur-Seine;160;24270
77342;Obsonville;51;21770
77343;Ocquerre;137;23780
77344;Oissery;797;26690
77345;Orly-sur-Morin;267;23380
77347;Les Ormes-sur-Voulzie;346;23880
77348;Ormesson;96;27540
77349;Othis;2463;26870
77350;Ozoir-la-Ferrière;7998;27270
77352;Ozouer-le-Voulgis;715;27940
77353;Paley;202;27340
77354;Pamfou;356;26470
77355;Paroy;78;26470
77356;Passy-sur-Seine;N/A - résultat non disponible;N/A - résultat non disponible
77357;Pécy;311;25300
77358;Penchard;428;27080
77359;Perthes;812;29180
77360;Pézarches;143;26490
77361;Pierre-Levée;174;25270
77363;Le Pin;624;27180
77364;Le Plessis-aux-Bois;88;27740
77365;Le Plessis-Feu-Aussoux;218;28320
77366;Le Plessis-l'Évêque;94;27000
77367;Le Plessis-Placy;100;25490
77368;Poigny;189;23050
77369;Poincy;280;28610
77370;Poligny;373;25630
77371;Pommeuse;1184;25660
77372;Pomponne;1707;27180
77373;Pontault-Combault;14192;25010
77374;Pontcarré;853;28180
77376;Précy-sur-Marne;270;27610
77377;Presles-en-Brie;834;28540
77378;Pringy;1502;25750
77379;Provins;5289;19200
77380;Puisieux;113;24440
77381;Quiers;238;26690
77382;Quincy-Voisins;2111;27360
77383;Rampillon;310;26110
77384;Réau;536;25660
77385;Rebais;926;21460
77386;Recloses;285;30980
77387;Remauville;180;24580
77388;Reuil-en-Brie;315;26470
77389;La Rochette;1573;27950
77390;Roissy-en-Brie;7820;24320
77391;Rouilly;195;23140
77392;Rouvres;317;27510
77393;Rozay-en-Brie;1124;25690
77394;Rubelles;1090;25420
77395;Rumont;58;27070
77396;Rupéreux;44;24380
77397;Saâcy-sur-Marne;762;23200
77398;Sablonnières;309;23370
77400;Saint-Augustin;727;27280
77401;Sainte-Aulde;283;26320
77402;Saint-Barthélemy;136;23620
77403;Saint-Brice;316;25310
77404;Sainte-Colombe;716;23010
77405;Saint-Cyr-sur-Morin;792;25000
77406;Saint-Denis-lès-Rebais;374;26590
77407;Saint-Fargeau-Ponthierry;6059;25520
77408;Saint-Fiacre;185;27290
77409;Saint-Germain-Laval;1045;23190
77410;Saint-Germain-Laxis;247;28770
77411;Saint-Germain-sous-Doue;194;26290
77412;Saint-Germain-sur-École;141;27650
77413;Saint-Germain-sur-Morin;1466;28340
77414;Saint-Hilliers;197;25320
77415;Saint-Jean-les-Deux-Jumeaux;479;26810
77416;Saint-Just-en-Brie;99;26950
77417;Saint-Léger;98;27050
77418;Saint-Loup-de-Naud;361;23870
77419;Saint-Mammès;1388;24330
77420;Saint-Mard;1376;26890
77421;Saint-Mars-Vieux-Maisons;107;26010
77423;Saint-Martin-des-Champs;271;23220
77424;Saint-Martin-du-Boschet;108;25050
77425;Saint-Martin-en-Bière;307;32360
77426;Saint-Méry;150;30090
77427;Saint-Mesmes;206;28770
77428;Saint-Ouen-en-Brie;311;27390
77429;Saint-Ouen-sur-Morin;199;25620
77430;Saint-Pathus;2180;26790
77431;Saint-Pierre-lès-Nemours;2314;24900
77432;Saint-Rémy-de-la-Vanne;396;25570
77433;Beautheil-Saints;797;26270
77434;Saint-Sauveur-lès-Bray;169;24810
77435;Saint-Sauveur-sur-École;458;33090
77436;Saint-Siméon;358;26230
77437;Saint-Soupplets;1331;25030
77438;Saint-Thibault-des-Vignes;2532;26940
77439;Salins;405;24010
77440;Sammeron;430;25210
77441;Samois-sur-Seine;925;32540
77442;Samoreau;1026;28840
77443;Sancy;138;28020
77444;Sancy-lès-Provins;127;24330
77445;Savigny-le-Temple;9955;22240
77446;Savins;239;24970
77447;Seine-Port;734;33990
77448;Sept-Sorts;214;24130
77449;Serris;3438;25790
77450;Servon;1395;28020
77451;Signy-Signets;233;24550
77452;Sigy;N/A - résultat non disponible;N/A - résultat non disponible
77453;Sivry-Courtry;420;29320
77454;Sognolles-en-Montois;148;26200
77455;Soignolles-en-Brie;812;28470
77456;Soisy-Bouy;328;25360
77457;Solers;535;26730
77458;Souppes-sur-Loing;2138;20430
77459;Sourdun;547;22960
77460;Tancrou;135;25410
77461;Thénisy;117;27040
77462;Thieux;295;23530
77463;Thomery;1487;29480
77464;Thorigny-sur-Marne;4268;25580
77465;Thoury-Férottes;277;25450
77466;Tigeaux;166;28790
77467;La Tombe;94;23360
77468;Torcy;8546;21830
77469;Touquin;477;27270
77470;Tournan-en-Brie;3032;26380
77471;Tousson;152;26640
77472;La Trétoire;176;24990
77473;Treuzy-Levelay;191;27700
77474;Trilbardou;257;27100
77475;Trilport;1916;25450
77476;Trocy-en-Multien;90;26620
77477;Ury;357;28400
77478;Ussy-sur-Marne;404;23830
77479;Vaires-sur-Marne;5487;26430
77480;Valence-en-Brie;322;24790
77481;Vanvillé;70;28150
77482;Varennes-sur-Seine;1466;21350
77483;Varreddes;831;25970
77484;Vaucourtois;98;27560
77485;Le Vaudoué;330;30120
77486;Vaudoy-en-Brie;321;26780
77487;Vaux-le-Pénil;4527;26950
77489;Vaux-sur-Lunain;60;24120
77490;Vendrest;282;24520
77492;Verdelot;276;24250
77493;Verneuil-l'Étang;1171;25360
77494;Vernou-la-Celle-sur-Seine;997;25910
77495;Vert-Saint-Denis;3255;25270
77496;Vieux-Champagne;79;26090
77498;Vignely;107;30280
77500;Villebéon;187;24860
77501;Villecerf;309;26150
77504;Villemaréchal;444;27010
77505;Villemareuil;136;26350
77506;Villemer;285;26520
77507;Villenauxe-la-Petite;189;23050
77508;Villeneuve-le-Comte;720;28520
77509;Villeneuve-les-Bordes;249;25220
77510;Villeneuve-Saint-Denis;480;29270
77511;Villeneuve-sous-Dammartin;226;21480
77512;Villeneuve-sur-Bellot;469;23060
77513;Villenoy;2054;24730
77514;Villeparisis;10155;22650
77515;Villeroy;243;27460
77516;Ville-Saint-Jacques;328;26590
77517;Villevaudé;661;28000
77518;Villiers-en-Bière;80;32110
77519;Villiers-Saint-Georges;435;21690
77520;Villiers-sous-Grez;324;28330
77521;Villiers-sur-Morin;776;28030
77522;Villiers-sur-Seine;124;22840
77523;Villuis;112;25120
77524;Vimpelles;233;25120
77525;Vinantes;133;27000
77526;Vincy-Manœuvre;92;26540
77527;Voinsles;224;27280
77528;Voisenon;430;29720
77529;Voulangis;608;29750
77530;Voulton;125;24160
77531;Voulx;753;22730
77532;Vulaines-lès-Provins;N/A - résultat non disponible;N/A - résultat non disponible
77533;Vulaines-sur-Seine;1014;30280
77534;Yèbles;312;27590
78003;Ablis;1387;26630
78005;Achères;8933;23420
78006;Adainville;286;30450
78007;Aigremont;389;41170
78009;Allainville;114;26680
78010;Les Alluets-le-Roi;492;34380
78013;Andelu;185;31070
78015;Andrésy;5527;29500
78020;Arnouville-lès-Mantes;368;30750
78029;Aubergenville;4775;23070
78030;Auffargis;797;32530
78031;Auffreville-Brasseuil;263;28790
78033;Aulnay-sur-Mauldre;460;28930
78034;Auteuil;363;32720
78036;Autouillet;226;33110
78043;Bailly;1569;38230
78048;Bazainville;537;31990
78049;Bazemont;662;34090
78050;Bazoches-sur-Guyonne;262;36490
78053;Béhoust;182;32830
78057;Bennecourt;710;26070
78062;Beynes;3060;29850
78068;Blaru;317;26910
78070;Boinville-en-Mantois;124;28030
78071;Boinville-le-Gaillard;229;26570
78072;Boinvilliers;112;30620
78073;Bois-d'Arcy;6544;27520
78076;Boissets;119;27650
78077;La Boissière-École;306;27710
78082;Boissy-Mauvoisin;234;27790
78084;Boissy-sans-Avoir;238;31530
78087;Bonnelles;810;30380
78089;Bonnières-sur-Seine;2031;20720
78090;Bouafle;871;28450
78092;Bougival;3917;31630
78096;Bourdonné;219;32020
78104;Breuil-Bois-Robert;268;28740
78107;Bréval;788;27310
78108;Les Bréviaires;408;32520
78113;Brueil-en-Vexin;256;30950
78117;Buc;2467;35400
78118;Buchelay;1141;24140
78120;Bullion;697;33250
78123;Carrières-sous-Poissy;7594;22570
78124;Carrières-sur-Seine;5624;32680
78125;La Celle-les-Bordes;326;35610
78126;La Celle-Saint-Cloud;8256;29510
78128;Cernay-la-Ville;635;34950
78133;Chambourcy;2308;32930
78138;Chanteloup-les-Vignes;3436;19940
78140;Chapet;475;32520
78143;Châteaufort;565;37760
78146;Chatou;12846;33670
78147;Chaufour-lès-Bonnières;170;27350
78152;Chavenay;674;41630
78158;Le Chesnay-Rocquencourt;14196;33520
78160;Chevreuse;2388;33230
78162;Choisel;216;35390
78163;Civry-la-Forêt;139;29400
78164;Clairefontaine-en-Yvelines;317;34860
78165;Les Clayes-sous-Bois;7089;26060
78168;Coignières;1477;23590
78171;Condé-sur-Vesgre;476;30840
78172;Conflans-Sainte-Honorine;14505;27320
78185;Courgent;160;32110
78188;Cravent;157;26910
78189;Crespières;658;37670
78190;Croissy-sur-Seine;4524;38780
78192;Dammartin-en-Serve;523;25440
78193;Dampierre-en-Yvelines;430;35130
78194;Dannemarie;88;32960
78196;Davron;118;39010
78202;Drocourt;207;26400
78206;Ecquevilly;1628;26630
78208;Élancourt;10703;26320
78209;Émancé;332;30810
78217;Épône;2592;26330
78220;Les Essarts-le-Roi;2737;29600
78224;L'Étang-la-Ville;1989;40580
78227;Évecquemont;313;31430
78230;La Falaise;238;28620
78231;Favrieux;68;28820
78233;Feucherolles;1102;42090
78234;Flacourt;63;26080
78236;Flexanville;222;31130
78237;Flins-Neuve-Église;55;26740
78238;Flins-sur-Seine;1003;25620
78239;Follainville-Dennemont;874;25230
78242;Fontenay-le-Fleury;6005;26260
78245;Fontenay-Mauvoisin;174;32020
78246;Fontenay-Saint-Père;374;30160
78255;Freneuse;1695;22930
78261;Gaillon-sur-Montcient;263;28410
78262;Galluis;481;30840
78263;Gambais;946;32660
78264;Gambaiseuil;N/A - résultat non disponible;N/A - résultat non disponible
78265;Garancières;969;31350
78267;Gargenville;3096;25030
78269;Gazeran;479;33010
78276;Gommecourt;259;26090
78278;Goupillières;202;32630
78281;Goussonville;244;28640
78283;Grandchamp;119;27740
78285;Gressey;213;31200
78289;Grosrouvre;363;37690
78290;Guernes;419;25840
78291;Guerville;817;28050
78296;Guitrancourt;260;28720
78297;Guyancourt;11518;24720
78299;Hardricourt;1037;25430
78300;Hargeville;162;30610
78302;La Hauteville;74;29790
78305;Herbeville;99;34160
78307;Hermeray;407;31520
78310;Houdan;1647;24540
78311;Houilles;14260;30390
78314;Issou;1544;25020
78317;Jambville;287;29650
78320;Notre-Dame-de-la-Mer;256;25900
78321;Jouars-Pontchartrain;2229;32860
78322;Jouy-en-Josas;2826;35740
78324;Jouy-Mauvoisin;217;26820
78325;Jumeauville;251;29270
78327;Juziers;1588;26040
78329;Lainville-en-Vexin;296;28260
78334;Lévis-Saint-Nom;646;35190
78335;Limay;6299;20170
78337;Limetz-Villez;801;25330
78343;Les Loges-en-Josas;578;40940
78344;Lommoye;244;28180
78346;Longnes;561;28230
78349;Longvilliers;196;34010
78350;Louveciennes;3054;36060
78354;Magnanville;2213;24580
78356;Magny-les-Hameaux;3530;28610
78358;Maisons-Laffitte;10523;36990
78361;Mantes-la-Jolie;15623;17310
78362;Mantes-la-Ville;8076;20040
78364;Marcq;318;32540
78366;Mareil-le-Guyon;151;35100
78367;Mareil-Marly;1488;40010
78368;Mareil-sur-Mauldre;660;34440
78372;Marly-le-Roi;7417;31270
78380;Maule;2427;29730
78381;Maulette;389;28930
78382;Maurecourt;1682;29740
78383;Maurepas;8487;26870
78384;Médan;521;37290
78385;Ménerville;78;28090
78389;Méré;671;35020
78391;Méricourt;157;25780
78396;Le Mesnil-le-Roi;2390;36120
78397;Le Mesnil-Saint-Denis;2874;32940
78398;Les Mesnuls;341;35290
78401;Meulan-en-Yvelines;3803;21470
78402;Mézières-sur-Seine;1509;27410
78403;Mézy-sur-Seine;835;28830
78404;Millemont;103;28430
78406;Milon-la-Chapelle;93;42810
78407;Mittainville;250;29300
78410;Moisson;391;28240
78413;Mondreville;148;26850
78415;Montainville;216;33410
78416;Montalet-le-Bois;121;30300
78417;Montchauvet;111;31950
78418;Montesson;5846;32980
78420;Montfort-l'Amaury;1124;34200
78423;Montigny-le-Bretonneux;13613;30360
78431;Morainvilliers;1099;36400
78437;Mousseaux-sur-Seine;269;29020
78439;Mulcent;N/A - résultat non disponible;N/A - résultat non disponible
78440;Les Mureaux;10761;18240
78442;Neauphle-le-Château;1443;31940
78443;Neauphle-le-Vieux;348;33460
78444;Neauphlette;315;28120
78451;Nézel;436;27320
78455;Noisy-le-Roi;3181;37660
78460;Oinville-sur-Montcient;452;29830
78464;Orcemont;358;29850
78465;Orgerus;1004;29300
78466;Orgeval;2595;37140
78470;Orphin;331;30860
78472;Orsonville;115;27230
78474;Orvilliers;342;27610
78475;Osmoy;157;29120
78478;Paray-Douaville;69;28950
78481;Le Pecq;6655;30800
78484;Perdreauville;257;28160
78486;Le Perray-en-Yvelines;2863;29640
78490;Plaisir;12399;25690
78497;Poigny-la-Forêt;363;35520
78498;Poissy;17068;23910
78499;Ponthévrard;241;30540
78501;Porcheville;1059;24860
78502;Le Port-Marly;2261;26620
78505;Prunay-le-Temple;160;29990
78506;Prunay-en-Yvelines;334;29420
78513;La Queue-les-Yvelines;988;29530
78516;Raizeux;377;31640
78517;Rambouillet;12057;27990
78518;Rennemoulin;39;39140
78520;Richebourg;471;31290
78522;Rochefort-en-Yvelines;395;34410
78528;Rolleboise;164;23360
78530;Rosay;151;27080
78531;Rosny-sur-Seine;2551;22430
78536;Sailly;138;28840
78537;Saint-Arnoult-en-Yvelines;2513;29630
78545;Saint-Cyr-l'École;8694;26750
78548;Saint-Forget;196;37880
78550;Saint-Germain-de-la-Grange;727;34630
78551;Saint-Germain-en-Laye;18095;33250
78557;Saint-Hilarion;389;28930
78558;Saint-Illiers-la-Ville;135;25370
78559;Saint-Illiers-le-Bois;159;30600
78561;Saint-Lambert;157;39000
78562;Saint-Léger-en-Yvelines;557;31060
78564;Saint-Martin-de-Bréthencourt;257;28920
78565;Saint-Martin-des-Champs;127;32700
78567;Saint-Martin-la-Garenne;381;28680
78569;Sainte-Mesme;338;29320
78571;Saint-Nom-la-Bretèche;1922;44020
78575;Saint-Rémy-lès-Chevreuse;3110;34800
78576;Saint-Rémy-l'Honoré;665;34420
78586;Sartrouville;21499;25680
78588;Saulx-Marchais;359;30520
78590;Senlisse;208;34460
78591;Septeuil;863;27600
78597;Soindres;244;28530
78601;Sonchamp;662;30050
78605;Tacoignières;410;29550
78606;Le Tartre-Gaudran;N/A - résultat non disponible;N/A - résultat non disponible
78608;Le Tertre-Saint-Denis;52;26740
78609;Tessancourt-sur-Aubette;373;29900
78615;Thiverval-Grignon;364;29850
78616;Thoiry;545;29640
78618;Tilly;204;28480
78620;Toussus-le-Noble;398;35870
78621;Trappes;11647;18320
78623;Le Tremblay-sur-Mauldre;352;32060
78624;Triel-sur-Seine;4957;29350
78638;Vaux-sur-Seine;1904;29160
78640;Vélizy-Villacoublay;9998;28610
78642;Verneuil-sur-Seine;6481;28180
78643;Vernouillet;3540;28980
78644;La Verrière;2166;19450
78646;Versailles;34935;33780
78647;Vert;344;29750
78650;Le Vésinet;6670;42870
78653;Vicq;140;33430
78655;Vieille-Église-en-Yvelines;280;32800
78668;La Villeneuve-en-Chevrie;234;26970
78672;Villennes-sur-Seine;2347;38200
78674;Villepreux;4629;29190
78677;Villette;205;30750
78681;Villiers-le-Mahieu;299;31130
78683;Villiers-Saint-Frédéric;1309;31450
78686;Viroflay;6811;36100
78688;Voisins-le-Bretonneux;4423;35470
79001;L'Absie;457;19020
79002;Adilly;137;22260
79003;Aiffres;2377;25020
79005;Airvault;1537;21280
79007;Allonne;265;21830
79008;Amailloux;347;19410
79009;Amuré;180;24280
79010;Arçais;308;20830
79012;Ardin;543;22900
79013;Argentonnay;1375;20240
79014;Loretz-d'Argenton;1181;20010
79015;Asnières-en-Poitou;91;18880
79016;Assais-les-Jumeaux;345;20180
79018;Aubigné;87;19840
79019;Aubigny;76;20360
79020;Augé;390;23210
79022;Availles-Thouarsais;87;20940
79023;Avon;N/A - résultat non disponible;N/A - résultat non disponible
79024;Azay-le-Brûlé;779;24070
79025;Azay-sur-Thouet;464;21620
79029;Beaulieu-sous-Parthenay;286;20380
79030;Beaussais-Vitré;390;23250
79031;Beauvoir-sur-Niort;820;23070
79032;Béceleuf;236;22530
79034;Bessines;772;28930
79038;Boismé;481;21290
79040;La Boissière-en-Gâtine;99;22540
79042;Bougon;86;22780
79046;Le Bourdet;220;24050
79047;Boussais;202;21130
79048;La Crèche;2639;25010
79049;Bressuire;8632;21350
79050;Bretignolles;258;21880
79055;Brieuil-sur-Chizé;N/A - résultat non disponible;N/A - résultat non disponible
79056;Brion-près-Thouet;338;21620
79057;Brioux-sur-Boutonne;669;20460
79058;Brûlain;304;23130
79059;Le Busseau;327;20150
79060;Caunay;77;21840
79061;Celles-sur-Belle;1685;22510
79062;Cerizay;2054;20010
79063;Val en Vignes;854;19700
79064;Fontivillié;338;21850
79066;Champdeniers;735;22420
79069;Chanteloup;405;21350
79070;La Chapelle-Bâton;165;23690
79071;La Chapelle-Bertrand;202;23190
79074;La Chapelle-Pouilloux;82;19370
79076;La Chapelle-Saint-Laurent;842;21530
79077;Beugnon-Thireuil;329;20340
79078;Plaine-d'Argenson;432;21590
79079;Mauléon;3433;21720
79080;Châtillon-sur-Thouet;1190;21430
79081;Chauray;3128;26010
79083;Chef-Boutonne;1252;19400
79084;Chenay;206;20020
79085;Chérigné;65;23640
79086;Cherveux;720;24540
79087;Chey;261;18830
79088;Chiché;710;21580
79089;Le Chillou;83;21660
79090;Chizé;345;21320
79091;Cirières;399;21780
79092;Clavé;146;19790
79094;Clessé;389;20370
79095;Clussais-la-Pommeraie;263;19970
79096;Combrand;490;21770
79100;Coulon;1058;25270
79101;Coulonges-sur-l'Autize;1019;22130
79102;Coulonges-Thouarsais;184;21330
79103;Courlay;1013;20860
79104;Cours;214;23950
79105;Les Châteliers;191;19900
79106;Couture-d'Argenson;199;20350
79108;Doux;98;22000
79109;Échiré;1647;25850
79111;Ensigné;132;21250
79112;Épannes;361;24790
79114;Exireuil;697;21620
79115;Exoudun;243;21440
79116;Faye-l'Abbesse;429;20620
79117;Faye-sur-Ardin;256;23160
79118;Fénery;119;21400
79119;Fenioux;295;21710
79120;La Ferrière-en-Parthenay;334;20760
79121;Fomperron;161;21840
79122;Fontenille-Saint-Martin-d'Entraigues;248;20950
79123;La Forêt-sur-Sèvre;994;21200
79124;Les Forges;59;20190
79125;Fors;748;24580
79126;Les Fosses;199;22360
79127;La Foye-Monjault;343;23600
79128;François;401;27610
79129;Fressines;676;26070
79130;Frontenay-Rohan-Rohan;1283;24990
79131;Geay;155;19680
79132;Genneton;132;18250
79133;Germond-Rouvre;468;24160
79134;Glénay;236;22210
79135;Gourgé;404;21000
79136;Alloinay;410;20140
79137;Granzay-Gript;395;24870
79139;Les Groseillers;N/A - résultat non disponible;N/A - résultat non disponible
79140;Valdelaume;393;20410
79141;Irais;96;22060
79142;Juillé;46;21470
79144;Juscorps;149;23040
79145;Lageon;158;19190
79147;Largeasse;332;20010
79148;Lezay;912;20560
79149;Lhoumois;66;19330
79150;Limalonges;375;20380
79152;Lorigné;151;20290
79153;Loubigné;70;18900
79154;Loubillé;164;17660
79156;Louin;332;20430
79157;Louzy;524;22190
79158;Luché-sur-Brioux;58;22630
79159;Luché-Thouarsais;201;21310
79160;Lusseray;75;24770
79161;Luzay;261;23220
79162;Magné;1349;26170
79163;Mairé-Levescault;261;19260
79164;Maisonnay;109;19480
79165;Maisontiers;57;21010
79166;Marigny;374;22090
79167;Marnes;121;23050
79170;Mauzé-sur-le-Mignon;1331;21960
79172;Mazières-en-Gâtine;499;21420
79174;Melle;2792;21800
79175;Melleran;222;18790
79176;Ménigoute;391;19990
79177;Messé;91;22290
79179;Moncoutant-sur-Sèvre;2253;21310
79180;Montalembert;133;20940
79183;Montravers;152;22020
79184;La Mothe-Saint-Héray;731;20650
79185;Aigondigné;1924;24740
79189;Nanteuil;723;22810
79190;Neuvy-Bouin;194;20080
79191;Niort;29280;23120
79195;Nueil-les-Aubiers;2236;20570
79196;Plaine-et-Vallées;1036;21910
79197;Oroux;51;17190
79198;Paizay-le-Chapt;112;19690
79200;Pamplie;121;22760
79201;Pamproux;740;21390
79202;Parthenay;5020;20240
79203;Pas-de-Jeu;161;20270
79204;Périgné;429;22880
79205;Pers;N/A - résultat non disponible;N/A - résultat non disponible
79207;La Petite-Boissière;251;21770
79208;La Peyratte;452;20770
79209;Pierrefitte;122;21020
79210;Le Pin;467;22190
79212;Pliboux;98;18160
79213;Pompaire;925;22560
79215;Pougne-Hérisson;156;19630
79216;Prahecq;909;24620
79217;Prailles-La Couarde;383;22400
79218;Pressigny;88;20410
79220;Prin-Deyrançon;243;22110
