Insee - Statistiques locales; ; ; 
Référentiel géographique : France par commune; ; ; 
Code;Libellé;Nb de ménages fiscaux 2021;Médiane du niveau de vie 2021
24240;Limeuil;155;20300
24241;Limeyrat;197;21130
24242;Liorac-sur-Louyre;119;22630
24243;Lisle;455;20020
24244;Lolme;55;18240
24245;Loubejac;103;17580
24246;Lunas;185;22180
24247;Lusignac;70;20440
24248;Lussas-et-Nontronneau;144;20130
24251;Manzac-sur-Vern;261;21460
24252;Marcillac-Saint-Quentin;334;22350
24253;Mareuil en Périgord;1145;20410
24254;Marnac;83;20960
24255;Marquay;239;21670
24256;Marsac-sur-l'Isle;1459;22230
24257;Marsalès;105;20830
24259;Eyraud-Crempse-Maurens;736;22100
24260;Mauzac-et-Grand-Castang;254;21380
24261;Mauzens-et-Miremont;133;17590
24262;Mayac;138;21680
24263;Mazeyrolles;145;20310
24264;Ménesplet;812;21410
24266;Mensignac;634;21770
24267;Mescoules;78;21430
24268;Meyrals;290;20890
24269;Mialet;333;19560
24271;Milhac-de-Nontron;276;20840
24272;Minzac;193;22700
24273;Molières;171;21500
24274;Monbazillac;364;25040
24276;Monestier;167;21150
24277;Monfaucon;124;19200
24278;Monmadalès;N/A - résultat non disponible;N/A - résultat non disponible
24279;Monmarvès;N/A - résultat non disponible;N/A - résultat non disponible
24280;Monpazier;223;18700
24281;Monsac;88;22550
24282;Monsaguel;61;25410
24284;Montagnac-d'Auberoche;65;22160
24285;Montagnac-la-Crempse;147;18400
24286;Montagrier;222;20300
24287;Montaut;57;22580
24288;Montazeau;145;24230
24289;Montcaret;607;21200
24290;Montferrand-du-Périgord;76;18630
24291;Montignac-Lascaux;1291;20610
24292;Montpeyroux;198;20310
24293;Monplaisant;129;22980
24294;Montpon-Ménestérol;2839;20380
24295;Montrem;549;21910
24296;Mouleydier;569;22080
24297;Moulin-Neuf;393;20360
24299;Mussidan;1446;19320
24300;Nabirat;144;21940
24301;Nadaillac;160;21190
24302;Nailhac;135;22920
24303;Nanteuil-Auriac-de-Bourzac;110;20800
24304;Nantheuil;473;21420
24305;Nanthiat;133;21350
24306;Nastringues;53;21130
24307;Naussannes;104;19260
24308;Négrondes;363;21460
24309;Neuvic;1475;20890
24311;Nontron;1533;20720
24312;Sanilhac;2031;23620
24313;Orliac;N/A - résultat non disponible;N/A - résultat non disponible
24316;Parcoul-Chenaud;360;19690
24317;Paulin;108;21040
24318;Paunat;148;21370
24319;Paussac-et-Saint-Vivien;221;21090
24320;Payzac;448;19100
24321;Pazayac;325;21810
24322;Périgueux;15413;20740
24323;Petit-Bersac;93;21910
24324;Peyrignac;226;21970
24325;Pechs-de-l'Espérance;340;19920
24326;Peyzac-le-Moustier;79;19110
24327;Pezuls;56;24700
24328;Piégut-Pluviers;637;20170
24329;Le Pizou;636;20660
24330;Plazac;334;19610
24331;Pomport;312;23420
24334;Pontours;96;22850
24335;Port-Sainte-Foy-et-Ponchapt;1112;20490
24336;Prats-de-Carlux;191;22430
24337;Prats-du-Périgord;63;17690
24338;Pressignac-Vicq;209;20880
24339;Preyssac-d'Excideuil;79;22060
24340;Prigonrieux;1847;22360
24341;Proissans;457;22150
24345;Queyssac;227;24570
24346;Quinsac;192;20300
24347;Rampieux;63;20120
24348;Razac-d'Eymet;139;20550
24349;Razac-de-Saussignac;157;21510
24350;Razac-sur-l'Isle;1048;21990
24351;Ribagnac;140;22430
24352;Ribérac;1840;19940
24353;La Rochebeaucourt-et-Argentine;186;21100
24354;La Roche-Chalais;1383;19500
24355;La Roque-Gageac;208;23030
24356;Rouffignac-Saint-Cernin-de-Reilhac;739;19860
24357;Rouffignac-de-Sigoulès;144;23340
24359;Sadillac;44;19210
24360;Sagelat;124;20870
24361;Saint-Agne;192;21680
24362;Val de Louyre et Caudeau;662;21000
24364;Coly-Saint-Amand;264;21170
24365;Saint-Amand-de-Vergt;100;21400
24366;Saint-André-d'Allas;365;22880
24367;Saint-André-de-Double;89;19480
24370;Saint-Antoine-de-Breuilh;778;20140
24371;Saint-Aquilin;212;21220
24372;Saint-Astier;2532;22200
24373;Saint-Aubin-de-Cadelech;147;21630
24374;Saint-Aubin-de-Lanquais;143;23390
24375;Saint-Aubin-de-Nabirat;72;21960
24376;Saint Aulaye-Puymangou;687;20450
24377;Saint-Avit-de-Vialard;62;21690
24378;Saint-Avit-Rivière;N/A - résultat non disponible;N/A - résultat non disponible
24379;Saint-Avit-Sénieur;192;22750
24380;Saint-Barthélemy-de-Bellegarde;225;20550
24381;Saint-Barthélemy-de-Bussière;113;18350
24382;Saint-Capraise-de-Lalinde;250;20360
24383;Saint-Capraise-d'Eymet;61;20910
24384;Saint-Cassien;N/A - résultat non disponible;N/A - résultat non disponible
24385;Saint-Cernin-de-Labarde;104;23430
24386;Saint-Cernin-de-l'Herm;96;18110
24388;Saint-Chamassy;222;21280
24390;Saint-Crépin-d'Auberoche;137;22200
24392;Saint-Crépin-et-Carlucet;220;22590
24393;Sainte-Croix;N/A - résultat non disponible;N/A - résultat non disponible
24394;Sainte-Croix-de-Mareuil;59;20320
24395;Saint-Cybranet;170;20230
24396;Saint-Cyprien;728;19500
24397;Saint-Cyr-les-Champagnes;130;19480
24398;Saint-Estèphe;292;19250
24399;Saint-Étienne-de-Puycorbier;52;17340
24401;Sainte-Eulalie-d'Ans;139;20710
24403;Saint-Félix-de-Bourdeilles;N/A - résultat non disponible;N/A - résultat non disponible
24404;Saint-Félix-de-Reillac-et-Mortemart;84;21830
24405;Saint-Félix-de-Villadeix;129;20500
24406;Sainte-Foy-de-Belvès;N/A - résultat non disponible;N/A - résultat non disponible
24407;Sainte-Foy-de-Longas;110;21980
24408;Saint-Front-d'Alemps;119;22650
24409;Saint-Front-de-Pradoux;559;21540
24410;Saint-Front-la-Rivière;249;20850
24411;Saint-Front-sur-Nizonne;68;22830
24412;Saint-Geniès;397;21470
24413;Saint-Georges-Blancaneix;103;22660
24414;Saint-Georges-de-Montclard;129;20920
24415;Saint-Géraud-de-Corps;94;22120
24416;Saint-Germain-de-Belvès;73;20360
24417;Saint-Germain-des-Prés;247;20470
24418;Saint-Germain-du-Salembre;417;21430
24419;Saint-Germain-et-Mons;385;22430
24420;Saint-Géry;100;19190
24421;Saint-Geyrac;90;20780
24422;Saint-Hilaire-d'Estissac;61;23170
24423;Saint-Julien-Innocence-Eulalie;130;21610
24424;Saint-Jean-d'Ataux;64;19400
24425;Saint-Jean-de-Côle;174;21150
24426;Saint-Jean-d'Estissac;75;23760
24428;Saint-Jory-de-Chalais;262;19060
24429;Saint-Jory-las-Bloux;111;21670
24432;Saint-Julien-de-Lampon;286;21080
24434;Saint-Just;67;16450
24436;Saint-Laurent-des-Hommes;472;22180
24437;Saint-Laurent-des-Vignes;420;22760
24438;Saint-Laurent-la-Vallée;106;19030
24441;Saint-Léon-d'Issigeac;69;23030
24442;Saint-Léon-sur-l'Isle;915;21100
24443;Saint-Léon-sur-Vézère;194;17720
24444;Saint-Louis-en-l'Isle;133;21730
24445;Saint-Marcel-du-Périgord;57;20290
24446;Saint-Marcory;N/A - résultat non disponible;N/A - résultat non disponible
24448;Saint-Martial-d'Albarède;218;22270
24449;Saint-Martial-d'Artenset;455;22210
24450;Saint-Martial-de-Nabirat;278;21910
24451;Saint-Martial-de-Valette;378;21970
24452;Saint-Martial-Viveyrol;95;20200
24453;Saint-Martin-de-Fressengeas;166;22370
24454;Saint-Martin-de-Gurson;287;19820
24455;Saint-Martin-de-Ribérac;323;21510
24456;Saint-Martin-des-Combes;85;22660
24457;Saint-Martin-l'Astier;64;22430
24458;Saint-Martin-le-Pin;139;21980
24459;Saint-Mayme-de-Péreyrol;114;21750
24460;Saint-Méard-de-Drône;212;20450
24461;Saint-Méard-de-Gurçon;348;21000
24462;Saint-Médard-de-Mussidan;740;21300
24463;Saint-Médard-d'Excideuil;259;22370
24464;Saint-Mesmin;136;19970
24465;Saint-Michel-de-Double;113;19550
24466;Saint-Michel-de-Montaigne;153;21070
24468;Saint-Michel-de-Villadeix;124;21870
24470;Sainte-Mondane;112;22900
24471;Sainte-Nathalène;254;22430
24472;Saint-Nexans;419;23030
24473;Sainte-Orse;189;19950
24474;Saint-Pancrace;80;22470
24476;Saint-Pantaly-d'Excideuil;73;21150
24477;Saint-Pardoux-de-Drône;94;20250
24478;Saint-Pardoux-et-Vielvic;70;20640
24479;Saint-Pardoux-la-Rivière;569;19910
24480;Saint-Paul-de-Serre;136;24880
24481;Saint-Paul-la-Roche;224;19030
24482;Saint-Paul-Lizonne;138;20280
24483;Saint-Perdoux;59;20810
24484;Saint-Pierre-de-Chignac;384;22070
24485;Saint-Pierre-de-Côle;226;19980
24486;Saint-Pierre-de-Frugie;219;19820
24487;Saint-Pierre-d'Eyraud;719;21160
24488;Saint-Pompon;177;20250
24489;Saint-Priest-les-Fougères;181;19590
24490;Saint Privat en Périgord;484;20480
24491;Saint-Rabier;231;22000
24492;Sainte-Radegonde;N/A - résultat non disponible;N/A - résultat non disponible
24493;Saint-Raphaël;N/A - résultat non disponible;N/A - résultat non disponible
24494;Saint-Rémy;196;22500
24495;Saint-Romain-de-Monpazier;42;17210
24496;Saint-Romain-et-Saint-Clément;162;22200
24498;Saint-Saud-Lacoussière;437;19940
24499;Saint-Sauveur;356;24720
24500;Saint-Sauveur-Lalande;65;21040
24501;Saint-Seurin-de-Prats;219;19920
24502;Saint-Séverin-d'Estissac;44;21220
24504;Saint-Sulpice-de-Roumagnac;119;21170
24505;Saint-Sulpice-d'Excideuil;174;20800
24507;Sainte-Trie;56;20850
24508;Saint-Victor;104;24040
24509;Saint-Vincent-de-Connezac;272;19530
24510;Saint-Vincent-de-Cosse;169;19900
24511;Saint-Vincent-Jalmoutiers;102;20070
24512;Saint-Vincent-le-Paluel;126;23450
24513;Saint-Vincent-sur-l'Isle;122;22350
24514;Saint-Vivien;109;19560
24515;Salagnac;206;20110
24516;Salignac-Eyvigues;496;22090
24517;Salles-de-Belvès;N/A - résultat non disponible;N/A - résultat non disponible
24518;Salon;115;20400
24519;Sarlande;182;20430
24520;Sarlat-la-Canéda;4535;21280
24521;Sarliac-sur-l'Isle;441;22450
24522;Sarrazac;174;20780
24523;Saussignac;179;23400
24524;Savignac-de-Miremont;68;22700
24525;Savignac-de-Nontron;96;22680
24526;Savignac-Lédrier;331;19790
24527;Savignac-les-Églises;411;21320
24528;Sceau-Saint-Angel;56;19280
24529;Segonzac;81;21650
24531;Sergeac;89;19600
24532;Serres-et-Montguyard;97;23080
24533;Servanches;N/A - résultat non disponible;N/A - résultat non disponible
24534;Sigoulès-et-Flaugeac;521;21430
24535;Simeyrols;103;21480
24536;Singleyrac;112;21070
24537;Siorac-de-Ribérac;115;24470
24538;Siorac-en-Périgord;456;20040
24540;Sorges et Ligueux en Périgord;685;22960
24541;Soudat;N/A - résultat non disponible;N/A - résultat non disponible
24542;Soulaures;N/A - résultat non disponible;N/A - résultat non disponible
24543;Sourzac;516;22100
24544;Tamniès;159;20100
24545;Teillots;N/A - résultat non disponible;N/A - résultat non disponible
24546;Temple-Laguyon;N/A - résultat non disponible;N/A - résultat non disponible
24547;Terrasson-Lavilledieu;2647;19130
24548;Teyjat;134;18360
24549;Thénac;145;20380
24550;Thenon;564;19850
24551;Thiviers;1478;20060
24552;Thonac;113;21410
24553;Tocane-Saint-Apre;809;21440
24554;La Tour-Blanche-Cercles;246;21210
24555;Tourtoirac;299;20590
24557;Trélissac;3517;23230
24558;Trémolat;249;20710
24559;Tursac;152;19310
24560;Urval;52;23540
24562;Vallereuil;129;24530
24563;Valojoulx;123;20230
24564;Vanxains;320;20710
24565;Varaignes;178;21480
24566;Varennes;212;23180
24567;Vaunac;123;23640
24568;Vélines;478;19830
24569;Vendoire;63;20280
24570;Verdon;N/A - résultat non disponible;N/A - résultat non disponible
24571;Vergt;785;20110
24572;Vergt-de-Biron;76;18520
24573;Verteillac;318;20770
24574;Veyrignac;131;20220
24575;Veyrines-de-Domme;97;21120
24576;Veyrines-de-Vergt;96;21090
24577;Vézac;230;22000
24580;Villac;123;22060
24581;Villamblard;398;20710
24582;Villars;233;21310
24584;Villefranche-de-Lonchat;453;20130
24585;Villefranche-du-Périgord;301;17800
24586;Villetoureix;407;20950
24587;Vitrac;379;22490
25001;Abbans-Dessous;94;23510
25002;Abbans-Dessus;125;25560
25003;Abbenans;143;21030
25004;Abbévillers;462;28270
25005;Accolans;N/A - résultat non disponible;N/A - résultat non disponible
25006;Adam-lès-Passavant;N/A - résultat non disponible;N/A - résultat non disponible
25007;Adam-lès-Vercel;39;23140
25008;Aibre;192;24270
25009;Aïssey;67;20390
25011;Allenjoie;281;25430
25012;Les Alliés;66;32250
25013;Allondans;105;27300
25014;Amagney;378;24290
25015;Amancey;319;24220
25016;Amathay-Vésigneux;77;23150
25017;Amondans;N/A - résultat non disponible;N/A - résultat non disponible
25018;Anteuil;269;23250
25019;Appenans;161;23200
25020;Arbouans;396;22370
25021;Arc-et-Senans;693;22480
25022;Arcey;594;24800
25024;Arçon;380;28930
25025;Arc-sous-Cicon;304;26180
25026;Arc-sous-Montenot;99;22250
25029;Aubonne;110;24950
25030;Audeux;184;26080
25031;Audincourt;6027;18210
25032;Autechaux;154;24100
25033;Autechaux-Roide;223;25610
25035;Les Auxons;1006;27630
25036;Avanne-Aveney;806;26870
25038;Avilley;74;22140
25039;Avoudrey;387;25990
25040;Badevel;343;24400
25041;Bannans;148;28350
25042;Le Barboux;93;31400
25043;Bart;837;25280
25044;Bartherans;N/A - résultat non disponible;N/A - résultat non disponible
25045;Battenans-les-Mines;N/A - résultat non disponible;N/A - résultat non disponible
25046;Battenans-Varin;N/A - résultat non disponible;N/A - résultat non disponible
25047;Baume-les-Dames;2444;21910
25048;Bavans;1577;22790
25049;Belfays;49;38630
25050;Le Bélieu;193;34190
25051;Belleherbe;259;24150
25052;Belmont;N/A - résultat non disponible;N/A - résultat non disponible
25053;Belvoir;N/A - résultat non disponible;N/A - résultat non disponible
25054;Berche;212;25630
25055;Berthelange;129;25630
25056;Besançon;52724;20680
25057;Bethoncourt;1975;17310
25058;Beure;619;22730
25059;Beutal;111;23280
25060;Val-d'Usiers;860;26230
25061;Bief;57;28350
25062;Le Bizot;115;37740
25063;Blamont;447;25920
25065;Blarians;N/A - résultat non disponible;N/A - résultat non disponible
25066;Blussangeaux;N/A - résultat non disponible;N/A - résultat non disponible
25067;Blussans;81;24540
25070;Bolandoz;155;23130
25071;Bondeval;210;25610
25072;Bonnal;N/A - résultat non disponible;N/A - résultat non disponible
25073;Bonnay;317;25620
25074;Bonnétage;363;32390
25075;Bonnevaux;153;33090
25077;La Bosse;N/A - résultat non disponible;N/A - résultat non disponible
25078;Bouclans;441;24260
25079;Boujailles;193;26350
25082;Bourguignon;383;23670
25083;Bournois;80;18550
25084;Boussières;482;25490
25085;Bouverans;179;28130
25086;Braillans;76;26880
25087;Branne;75;20910
25088;Breconchaux;N/A - résultat non disponible;N/A - résultat non disponible
25089;Bremondans;38;21740
25090;Brères;N/A - résultat non disponible;N/A - résultat non disponible
25091;Les Bréseux;196;32910
25092;La Bretenière;N/A - résultat non disponible;N/A - résultat non disponible
25093;Bretigney;N/A - résultat non disponible;N/A - résultat non disponible
25094;Bretigney-Notre-Dame;52;21530
25095;Bretonvillers;129;22510
25096;Brey-et-Maison-du-Bois;61;32920
25097;Brognard;205;27760
25098;Buffard;84;26120
25099;Bugny;89;29850
25100;Bulle;203;28390
25101;Burgille;207;25370
25102;Burnevillers;N/A - résultat non disponible;N/A - résultat non disponible
25103;Busy;255;25720
25104;By;N/A - résultat non disponible;N/A - résultat non disponible
25105;Byans-sur-Doubs;251;23260
25106;Cademène;N/A - résultat non disponible;N/A - résultat non disponible
25107;Cendrey;83;22520
25108;Cernay-l'Église;136;34080
25109;Cessey;144;24520
25110;Chaffois;407;28850
25111;Chalèze;163;25770
25112;Chalezeule;538;24660
25113;Chamesey;51;24960
25114;Chamesol;164;24960
25115;Champagney;123;26060
25116;Champlive;108;22180
25117;Champoux;N/A - résultat non disponible;N/A - résultat non disponible
25119;Champvans-les-Moulins;135;26250
25120;Chantrans;170;24790
25121;Chapelle-des-Bois;115;24880
25122;Chapelle-d'Huin;198;26560
25124;Charmauvillers;110;32260
25125;Charmoille;145;23700
25126;Charnay;195;24390
25127;Charquemont;1252;32280
25129;Chassagne-Saint-Denis;54;21510
25130;Châteauvieux-les-Fossés;N/A - résultat non disponible;N/A - résultat non disponible
25131;Châtelblanc;54;29230
25132;Châtillon-Guyotte;56;25180
25133;Châtillon-le-Duc;813;29410
25136;Chaucenne;207;25200
25138;Les Terres-de-Chaux;58;23190
25139;La Chaux;243;27150
25141;Chaux-lès-Passavant;N/A - résultat non disponible;N/A - résultat non disponible
25142;Chaux-Neuve;149;31630
25143;Chay;90;23250
25145;Chazot;52;22860
25147;Chemaudin et Vaux;843;26550
25148;La Chenalotte;207;38520
25149;Chenecey-Buillon;223;24630
25150;Chevigney-sur-l'Ognon;108;23970
25151;Chevigney-lès-Vercel;47;25550
25152;La Chevillotte;40;26190
25153;Chevroz;60;28710
25154;Chouzelot;116;23860
25155;Cléron;128;23690
25156;Pays-de-Clerval;518;20050
25157;La Cluse-et-Mijoux;562;31230
25159;Colombier-Fontaine;592;22690
25160;Les Combes;311;33650
25161;Consolation-Maisonnettes;N/A - résultat non disponible;N/A - résultat non disponible
25162;Corcelles-Ferrières;76;24890
25163;Corcelle-Mieslot;N/A - résultat non disponible;N/A - résultat non disponible
25164;Corcondray;61;24530
25166;Côtebrune;N/A - résultat non disponible;N/A - résultat non disponible
25170;Courcelles-lès-Montbéliard;556;24560
25171;Courcelles;N/A - résultat non disponible;N/A - résultat non disponible
25172;Courchapon;104;24350
25173;Cour-Saint-Maurice;76;24530
25174;Courtefontaine;108;29490
25175;Courtetain-et-Salans;N/A - résultat non disponible;N/A - résultat non disponible
25176;Courvières;124;26530
25177;Crosey-le-Grand;66;22100
25178;Crosey-le-Petit;46;21590
25179;Le Crouzet;N/A - résultat non disponible;N/A - résultat non disponible
25180;Crouzet-Migette;56;21910
25181;Cubrial;64;23320
25182;Cubry;N/A - résultat non disponible;N/A - résultat non disponible
25183;Cusance;N/A - résultat non disponible;N/A - résultat non disponible
25184;Cuse-et-Adrisans;110;21230
25185;Cussey-sur-Lison;N/A - résultat non disponible;N/A - résultat non disponible
25186;Cussey-sur-l'Ognon;402;25140
25187;Dambelin;213;25200
25188;Dambenois;300;27770
25189;Dammartin-les-Templiers;81;24340
25190;Dampierre-les-Bois;706;25710
25191;Dampierre-sur-le-Doubs;209;22590
25192;Dampjoux;64;25210
25193;Damprichard;800;28300
25194;Dannemarie;N/A - résultat non disponible;N/A - résultat non disponible
25195;Dannemarie-sur-Crète;528;25540
25196;Dasle;636;25670
25197;Deluz;299;22170
25198;Désandans;252;26440
25199;Déservillers;135;24710
25200;Devecey;586;26340
25201;Dommartin;347;29800
25202;Dompierre-les-Tilleuls;118;26550
25203;Domprel;72;25350
25204;Doubs;1264;30830
25207;Dung;277;26980
25208;Durnes;77;26050
25209;Échay;43;22400
25210;Échenans;60;26460
25211;Échevannes;N/A - résultat non disponible;N/A - résultat non disponible
25212;École-Valentin;1104;26150
25213;Les Écorces;277;32900
25214;Écot;216;24750
25215;L'Écouvotte;36;19670
25216;Écurcey;123;23730
25217;Émagny;255;23010
25218;Épenouse;62;24650
25219;Épenoy;231;27100
25220;Épeugney;246;23780
25221;Esnans;N/A - résultat non disponible;N/A - résultat non disponible
25222;Étalans;609;24050
25223;Éternoz;152;20810
25224;Étouvans;359;26700
25225;Étrabonne;75;22960
25226;Étrappe;91;23980
25227;Étray;97;26730
25228;Étupes;1583;22770
25229;Évillers;157;24230
25230;Exincourt;1408;22480
25231;Eysson;48;27580
25232;Faimbe;44;23170
25233;Fallerans;117;25670
25234;Ferrières-le-Lac;67;32370
25235;Ferrières-les-Bois;127;25040
25236;Fertans;110;22400
25237;Fesches-le-Châtel;979;22280
25238;Fessevillers;73;29940
25239;Feule;69;23720
25240;Les Fins;1313;33200
25241;Flagey;60;23050
25242;Flagey-Rigney;44;23440
25243;Flangebouche;291;25130
25244;Fleurey;N/A - résultat non disponible;N/A - résultat non disponible
25245;Fontain;503;27860
25246;Fontaine-lès-Clerval;115;20340
25247;Fontenelle-Montby;N/A - résultat non disponible;N/A - résultat non disponible
25248;Les Fontenelles;209;29310
25249;Fontenotte;N/A - résultat non disponible;N/A - résultat non disponible
25251;Fourbanne;68;23350
25252;Fourcatier-et-Maison-Neuve;42;34890
25253;Fourg;138;23570
25254;Les Fourgs;643;31340
25255;Fournet-Blancheroche;148;33740
25256;Frambouhans;351;33930
25257;Franey;104;24110
25258;Franois;913;25460
25259;Frasne;830;28060
25261;Froidevaux;N/A - résultat non disponible;N/A - résultat non disponible
25262;Fuans;198;30610
25263;Gellin;103;36100
25264;Gémonval;N/A - résultat non disponible;N/A - résultat non disponible
25265;Geneuille;525;27610
25266;Geney;55;21290
25267;Gennes;281;25670
25268;Germéfontaine;51;19300
25269;Germondans;N/A - résultat non disponible;N/A - résultat non disponible
25270;Gevresin;56;25000
25271;Gilley;747;31050
25273;Glamondans;77;23620
25274;Glay;156;26240
25275;Glère;88;27140
25276;Gondenans-Montby;68;21060
25277;Gondenans-les-Moulins;N/A - résultat non disponible;N/A - résultat non disponible
25278;Gonsans;232;23990
25279;Gouhelans;54;21350
25280;Goumois;95;28310
25281;Goux-lès-Dambelin;115;22810
25283;Goux-sous-Landet;N/A - résultat non disponible;N/A - résultat non disponible
25284;Grand-Charmont;2305;18290
25285;Grand'Combe-Châteleu;626;34650
25286;Grand'Combe-des-Bois;45;32160
25287;Grandfontaine;657;26850
25288;Fournets-Luisans;277;29430
25289;Grandfontaine-sur-Creuse;N/A - résultat non disponible;N/A - résultat non disponible
25290;La Grange;N/A - résultat non disponible;N/A - résultat non disponible
25293;Granges-Narboz;513;35140
25295;Les Grangettes;150;32320
25296;Les Gras;354;33230
25297;Le Gratteris;64;24680
25298;Grosbois;98;24030
25299;Guillon-les-Bains;N/A - résultat non disponible;N/A - résultat non disponible
25300;Guyans-Durnes;116;26260
25301;Guyans-Vennes;335;28540
25303;Hauterive-la-Fresse;88;32770
25304;Hérimoncourt;1587;21740
25305;L'Hôpital-du-Grosbois;232;24350
25306;L'Hôpital-Saint-Lieffroy;48;22070
25307;Les Hôpitaux-Neufs;450;39630
25308;Les Hôpitaux-Vieux;184;36170
25309;Houtaud;473;31480
25310;Huanne-Montmartin;N/A - résultat non disponible;N/A - résultat non disponible
25311;Hyémondans;80;22340
25312;Hyèvre-Magny;N/A - résultat non disponible;N/A - résultat non disponible
25313;Hyèvre-Paroisse;86;21270
25314;Indevillers;92;30130
25315;L'Isle-sur-le-Doubs;1336;20410
25316;Issans;109;26910
25317;Jallerange;99;22740
25318;Jougne;911;39910
25320;Labergement-Sainte-Marie;596;36220
25321;Villers-le-Lac;2344;36430
25322;Laire;171;27980
25323;Laissey;199;20930
25324;Lanans;62;23900
25325;Landresse;91;23320
25326;Lantenne-Vertière;212;25510
25327;Lanthenans;N/A - résultat non disponible;N/A - résultat non disponible
25328;Larnod;296;26820
25329;Laval-le-Prieuré;N/A - résultat non disponible;N/A - résultat non disponible
25330;Lavans-Quingey;72;25270
25331;Lavans-Vuillafans;100;24770
25332;Lavernay;230;24100
25333;Laviron;146;23330
25334;Levier;926;24730
25335;Liebvillers;74;21260
25336;Liesle;240;22040
25338;Lizine;N/A - résultat non disponible;N/A - résultat non disponible
25339;Lods;118;21760
25340;Lombard;88;24280
25341;Lomont-sur-Crête;69;23500
25342;Longechaux;N/A - résultat non disponible;N/A - résultat non disponible
25343;Longemaison;62;24600
25344;Longevelle-lès-Russey;N/A - résultat non disponible;N/A - résultat non disponible
25345;Longevelle-sur-Doubs;281;24480
25346;Longeville;72;24390
25347;La Longeville;306;30870
25348;Longevilles-Mont-d'Or;243;39190
25349;Loray;236;27090
25350;Lougres;335;23800
25351;Le Luhier;95;28490
25354;Luxiol;59;20710
25355;Magny-Châtelard;N/A - résultat non disponible;N/A - résultat non disponible
25356;Maîche;1906;27660
25357;Maisons-du-Bois-Lièvremont;313;29660
25359;Malans;77;21570
25360;Malbrans;67;23290
25361;Malbuisson;395;35800
25362;Malpas;117;32800
25364;Mamirolle;634;26160
25365;Mancenans;136;21910
25366;Mancenans-Lizerne;76;30950
25367;Mandeure;2147;20330
25368;Marchaux-Chaudefontaine;587;24480
25369;Marvelise;61;25650
25370;Mathay;902;24880
25371;Mazerolles-le-Salin;88;29270
25372;Médière;125;20790
25373;Le Mémont;N/A - résultat non disponible;N/A - résultat non disponible
25374;Mercey-le-Grand;206;23290
25375;Les Monts-Ronds;263;25240
25376;Mérey-Vieilley;62;23170
25377;Mésandans;95;22180
25378;Meslières;152;24800
25379;Mesmay;N/A - résultat non disponible;N/A - résultat non disponible
25380;Métabief;836;38280
25381;Miserey-Salines;1070;26730
25382;Moncey;229;24560
25383;Moncley;124;24740
25384;Mondon;N/A - résultat non disponible;N/A - résultat non disponible
25385;Montagney-Servigney;52;22950
25386;Montancy;62;27020
25387;Montandon;154;29760
25388;Montbéliard;10503;18600
25389;Montbéliardot;42;28710
25390;Montbenoît;154;26580
25391;Mont-de-Laval;77;32060
25392;Mont-de-Vougney;78;36550
25393;Montécheroux;245;23970
25394;Montenois;588;25020
25395;Montfaucon;667;31270
25397;Montferrand-le-Château;880;25230
25398;Montflovin;40;36770
25400;Montgesoye;214;23300
25401;Montivernage;N/A - résultat non disponible;N/A - résultat non disponible
25402;Montjoie-le-Château;N/A - résultat non disponible;N/A - résultat non disponible
25403;Montlebon;947;35590
25404;Montmahoux;N/A - résultat non disponible;N/A - résultat non disponible
25405;Montperreux;389;39780
25406;Montrond-le-Château;222;26280
25408;Montussaint;N/A - résultat non disponible;N/A - résultat non disponible
25410;Morre;547;26020
25411;Morteau;3277;31230
25413;Mouthe;492;32260
25414;Le Moutherot;54;24330
25415;Mouthier-Haute-Pierre;153;24120
25416;Myon;93;23980
25417;Naisey-les-Granges;340;24540
25418;Nancray;527;25240
25419;Nans;48;21060
25420;Nans-sous-Sainte-Anne;75;22490
25421;Narbief;N/A - résultat non disponible;N/A - résultat non disponible
25422;Neuchâtel-Urtière;67;28340
25424;Les Premiers Sapins;635;24950
25425;Noël-Cerneux;179;38600
25426;Noirefontaine;153;24090
25427;Noironte;165;25420
25428;Nommay;684;24660
25429;Novillars;525;22210
25430;Ollans;N/A - résultat non disponible;N/A - résultat non disponible
25431;Onans;156;24000
25432;Orchamps-Vennes;936;29140
25433;Orgeans-Blanchefontaine;N/A - résultat non disponible;N/A - résultat non disponible
25434;Ornans;1958;23320
25435;Orsans;69;25120
25436;Orve;N/A - résultat non disponible;N/A - résultat non disponible
25437;Osse;138;24500
25438;Osselle-Routelle;379;24710
25439;Ougney-Douvot;109;23460
25440;Ouhans;161;24120
25441;Ouvans;N/A - résultat non disponible;N/A - résultat non disponible
25442;Oye-et-Pallet;315;35270
25443;Palantine;N/A - résultat non disponible;N/A - résultat non disponible
25444;Palise;61;26580
25445;Paroy;50;24470
25446;Passavant;84;24000
25447;Passonfontaine;129;25980
25448;Pelousey;593;25590
25449;Péseux;44;25070
25450;Pessans;N/A - résultat non disponible;N/A - résultat non disponible
25451;Petite-Chaux;66;37360
25452;Pierrefontaine-lès-Blamont;179;27140
25453;Pierrefontaine-les-Varans;647;23120
25454;Pirey;916;27340
25455;Placey;87;25830
25456;Plaimbois-du-Miroir;96;28480
25457;Plaimbois-Vennes;42;22870
25458;Les Plains-et-Grands-Essarts;83;27040
25459;La Planée;129;29580
25460;Le Val;102;24890
25461;Pompierre-sur-Doubs;125;21920
25462;Pontarlier;8829;25080
